r_true,r_shuffled,rmse_shuffled,rmse_true,subj,alpha,w_r,w_V,r2_true,r2_shuffled,r2_diff,r_diff,rmse_diff,alpha*w_V
0.6293989255336372,0.61539536242,0.21792565652999982,0.2156341492232607,0xmq6,0.006745272547117508,1.1997168042471906,3.0724293730198178,0.396143007462897,0.3787114520880432,0.017431555374853802,0.014003563113637152,-0.0022915073067391045,0.020724373502788034
0.6413559821802138,0.6315835435500002,0.08108254978,0.08072478818945025,19bq6,0.0005516442358657319,0.864179962077136,18.04779624923801,0.4113374958783468,0.39889777248317504,0.012439723395171742,0.009772438630213598,-0.0003577615905497461,0.009955962770971325
0.5472427438128274,0.5304046346200001,0.11343938080999999,0.11244591485763362,1z0ca,0.0009715193436209446,0.23102578681233765,0.8404235132717301,0.2994746206557919,0.2813290764263758,0.01814554422941611,0.016838109192827355,-0.0009934659523663653,0.0008164876999773596
0.5798529586966767,0.5934470809200001,0.2193139904200001,0.2224486310126344,37o95,6.184246403061798e-05,2.6443255640109444,0.518940064744172,0.3362294537092899,0.35217943785246913,-0.01594998414317922,-0.013594122223323346,0.003134640592634297,3.2092532287988016e-05
0.623014134864115,0.57841236823,0.19969955664999997,0.19339892950954668,3l6s4,0.0018690135031873276,0.3741032966299112,5.337039067397602,0.38814661224048175,0.33456086772143706,0.05358574451904469,0.04460176663411508,-0.006300627140453291,0.00997499808400442
0.34138359180346656,0.2542503397399999,0.05424660051999999,0.053042312156030676,46vpz,0.0036602180291200387,0.06500244520514407,0.05300110561915533,0.11654275675263588,0.06464323525790537,0.05189952149473051,0.08713325206346667,-0.0012042883639693178,0.00019399560235052772
0.4229692283008203,0.37018273777000005,0.25770565345000007,0.2532491859512227,520tj,0.000925852962049564,0.696445540209628,12.78478226503061,0.17890296808939143,0.13703525934289262,0.04186770874649881,0.05278649053082024,-0.004456467498777372,0.011836828529237325
0.7932417757332886,0.7925123163700002,0.15756889443,0.1574196948970697,6r8qk,0.002384129712236411,0.17307665239492825,1.3855639701000535,0.6292325147685008,0.6280757715981433,0.0011567431703575215,0.0007294593632883872,-0.00014919953293029975,0.00330336422931978
0.4634481428767902,0.5372276510300001,0.03399182423999998,0.03584914383286281,6yaxg,0.0,0.08478011151362562,0.7107458719676015,0.21478418113594575,0.2886135490312116,-0.07382936789526587,-0.07377950815320994,0.0018573195928628314,0.0
0.6548858568506999,0.5508206701399999,0.19057367951999993,0.17333754618749786,7df33,0.0016221706304658777,1.1058833445951248,9.579900473235222,0.42887548550307536,0.3034034106534786,0.12547207484959677,0.10406518671069998,-0.017236133332502068,0.01554023319046834
0.5893131287153737,0.5569808763999999,0.15253560847000006,0.1488936192733194,89w87,0.003333365769328395,1.5503073513555488,15.414048997177284,0.34728996367630255,0.310227696675312,0.03706226700099052,0.03233225231537373,-0.003641989196680656,0.051380663293941434
0.5250572419088129,0.5594279355099999,0.18248303320999984,0.1879014534166299,8kyd7,0.010654747335001085,0.6115897104712885,3.742820953080414,0.27568510728088963,0.3129596150289806,-0.03727450774809099,-0.03437069360118705,0.0054184202066300535,0.03987881157521976
0.8191445175052566,0.6699095715499997,0.13170164904000004,0.1025477192587284,9gjbe,0.0013410708680276287,15.024754038057123,0.3177802197371908,0.6709977405589197,0.44877883405430424,0.22221890650461545,0.14923494595525688,-0.02915392978127164,0.00042616579512496505
0.5591707716874181,0.6146820221399999,0.15809741765,0.1665544745942161,ar5vx,0.0,0.4437719020781188,0.02590622372797785,0.3126719519095027,0.37783398834211934,-0.06516203643261664,-0.05551125045258176,0.008457056944216113,0.0
0.5922528753243751,0.6357605188700001,0.07711515869999998,0.08069898931147731,chb6q,1.1818586999820495e-05,1.9912181894014742,0.5011316801213423,0.3507634683299898,0.4041914373538517,-0.05342796902386193,-0.043507643545624974,0.003583830611477337,5.9226683598802995e-06
0.44419734604449496,0.5037861411299999,0.17709671504999996,0.18442001410660253,czgyu,5.349930341456517e-10,31.778471420827813,0.497517444923364,0.1973112822329728,0.25380047599465616,-0.05648919376168335,-0.05958879508550491,0.007323299056602561,2.6616836739994267e-10
0.6934780767682982,0.5839406918199999,0.15202559235000007,0.1356048196531714,eunhf,0.0027227914878254537,1.5143459993313897,12.71778358626514,0.4809118429582577,0.34098673156322007,0.1399251113950376,0.10953738494829834,-0.016420772696828678,0.034627872892688996
0.5747962654725587,0.5290034671399999,0.17748336339,0.17484374742157835,faow1,0.005919531432417404,0.4208102655994904,3.056164612956147,0.3303907468012002,0.27984466824614096,0.050546078555059215,0.04579279833255878,-0.0026396159684216602,0.018091062489035685
0.7797757584243697,0.7599886695399996,0.09329435976999999,0.08998692577383677,fax28,0.000717262967648733,0.23723797661566307,4.403435619845359,0.608050233426301,0.5775827778291787,0.030467455597122384,0.019787088884370196,-0.00330743399616322,0.0031584213005404205
0.6692085242585346,0.5519595716800001,0.10915739660000004,0.09762287985911149,fpt0a,0.0005709019583420519,1.713306630797055,4.225098948683898,0.44784004894028573,0.30465936876916916,0.14318068017111657,0.11724895257853452,-0.011534516740888553,0.002412117263992582
0.7197333530586129,0.6625343134099999,0.05683192916000001,0.05272579211859302,h647a,9.208753883026976e-05,0.1336810170715899,3.225538679119137,0.5180160995049938,0.43895171644566,0.07906438305933383,0.05719903964861295,-0.004106137041406992,0.0002970319183619206
0.6782859397950093,0.5449075887499999,0.11541448957999993,0.10286979290543186,hvjjw,0.0009076980843872562,3.334233344923187,0.09391676092668413,0.460071816123599,0.296924280277339,0.16314753584625996,0.1333783510450094,-0.012544696674568076,8.524806398500709e-05
0.806971869297521,0.82357817299,0.17777041379999997,0.1853740546430433,hxal4,0.0,8.975541305384542,0.502888123472511,0.6512035978375352,0.6782810070255464,-0.02707740918801116,-0.016606303692479063,0.0076036408430433244,0.0
0.7177046550119669,0.6559127313900001,0.19157280524000003,0.17727154044305574,j49v1,0.0020814768189492514,1.8155420982465473,11.481041664937857,0.5150999718258464,0.43022151119949037,0.08487846062635607,0.06179192362196684,-0.014301264796944296,0.02389752208295867
0.7302395639656207,0.6587049729600003,0.21343628784000004,0.1942155030385968,jeu26,0.00020961821059533903,6.201655126259765e-18,1.5816192864201537,0.5332498207806999,0.4338922414022347,0.09935757937846523,0.07153459100562043,-0.01922078480140324,0.0003315362046624696
0.7884464905019927,0.78798311673,0.24267055572000004,0.24258313252239416,jmzs9,4.402793397246133e-05,6.049995625229915,0.4871559274375182,0.6216478683849088,0.6209173922515248,0.0007304761333840615,0.00046337377199268115,-8.742319760587924e-05,2.1448469007512215e-05
0.612882627364244,0.6020978844500003,0.05427880591999999,0.05387643266147722,jv7jg,0.004037771476165092,1.1599172596950093e-17,1.750184472050251,0.3756251149248988,0.36252186245916596,0.01310325246573285,0.010784742914243695,-0.00040237325852277017,0.007066844939271564
0.7313513706565635,0.6714149452999998,0.16792971979000004,0.15479568293283785,k02z1,0.0029395375166206376,0.6135791049149162,2.1176800641284603,0.5348748273612342,0.4507980287722017,0.08407679858903244,0.05993642535656374,-0.01313403685716219,0.006224999996705207
0.46021766857690344,0.47634897299999984,0.12025418126999994,0.121780194067988,kuoa6,0.0001527405973970735,0.762250037141884,5.1380614328691685,0.21180030247036052,0.22690834407815458,-0.015108041607794054,-0.016131304423096404,0.0015260127979880578,0.0007847905727193002
0.8600272780107618,0.7702206527699996,0.055284279879999995,0.04437568524890704,kwqcc,0.0009425219509390779,0.9656144625616153,9.438481447997859,0.7396469189226003,0.5932398539534444,0.1464070649691559,0.08980662524076222,-0.010908594631092956,0.008895975948269234
0.7921997985315953,0.77368311735,0.18737750877000012,0.1807573026979085,mbx6w,0.004402154805051013,0.38189983446207476,3.190833819532008,0.6275805207935001,0.5985855660724138,0.028994954721086375,0.01851668118159533,-0.006620206072091628,0.014046544430772107
0.7070996295758577,0.61679011388,0.14157634081000006,0.12817365532295746,mh0hn,0.0009040157553532171,2.286699194705217,0.8555248828281167,0.4999898861463152,0.38043004458010343,0.11955984156621174,0.09030951569585766,-0.013402685487042598,0.0007734079731733324
0.7145517630815915,0.6826322060100002,0.10158672398,0.09753488994187838,mrx1q,0.0002111877745024979,0.017723797769587678,2.9610985275543986,0.5105842221230109,0.46598672868207935,0.04459749344093156,0.03191955707159133,-0.004051834038121621,0.000625347808116837
0.7055559897922409,0.6972208439600002,0.32310418375,0.3200694532139947,ms8r4,0.002097989977947313,1.4087314242867515,11.304731075052768,0.49780925473170873,0.4861169052522949,0.011692349479413833,0.008335145832240709,-0.003034730536005281,0.02371721249885026
0.8047881626930923,0.7633225114599999,0.11417034705000002,0.10503169475355946,n0htt,0.0004677147797387524,1.6310175124928707,0.977020117884634,0.6476839868109232,0.5826612565016016,0.0650227303093216,0.041465651233092427,-0.009138652296440564,0.0004569667492367415
0.8461925770723923,0.8041288083149999,0.07350205480500005,0.06632069084883371,njzz4,9.02505048999387e-06,0.7373998834773946,7.497813179416114,0.7160418774924165,0.6466231403621018,0.06941873713031477,0.04206376875739237,-0.007181363956166337,6.766814250877189e-05
0.6850389296180179,0.6663752008499998,0.16079166008,0.15742803603763925,nq3sp,0.00012659240187243358,33.61285986520418,19.15246918776482,0.46927833509219974,0.44405590830787756,0.025222426784322183,0.01866372876801814,-0.0033636240423607633,0.0024245570762669254
0.6058062171788521,0.5921667631600003,0.17135790256,0.16942710937810654,nqfzn,0.005238042487259895,1.5593115499248318,5.679283632712542,0.3670011727725505,0.35066147539139186,0.016339697381158647,0.013639454018851804,-0.0019307931818934587,0.029748328965348014
0.495856855887615,0.38612702226,0.20878599743999995,0.19738673488321237,nyp52,0.021887390676892552,1.5215779862664118,2.9274506468135812,0.24587402153075102,0.14909407731937455,0.09677994421137648,0.10972983362761501,-0.011399262556787582,0.06407425599413065
0.4829236388051507,0.5480658048999998,0.16759649739000004,0.17614266056356567,oveao,4.0722090680323e-06,1.927399870928424,0.5033116191283015,0.23321524091680768,0.3003761265006846,-0.06716088558387695,-0.06514216609484907,0.00854616317356563,2.0495901394602884e-06
0.6138447436754537,0.3727110794600002,0.17479817799999997,0.14956362255880135,pshnw,0.0007534607432811121,1.8110536106807742,3.385604598727888,0.3768053693379835,0.13891354875223857,0.2378918205857449,0.2411336642154535,-0.025234555441198625,0.002550920157413466
0.5615270545708412,0.4735182151799999,0.15688299687999993,0.14765733389928837,pu7uh,0.0017352585832619662,0.7788839104408607,1.5945305293676284,0.31531263301500445,0.22421950010725272,0.09109313290775173,0.08800883939084125,-0.009225662980711563,0.002766922787358424
0.7125527138919195,0.6632948335200001,0.17344066390000004,0.16329145630413328,q22fa,0.0013943801013899173,1.1284801446011345,0.6638712513337323,0.5077313700747398,0.4399600361743246,0.06777133390041518,0.04925788037191947,-0.010149207595866766,0.0009256888627445809
0.46745478968957266,0.4581388591899999,0.21877544539,0.21820920035660865,qrbxe,0.013286353075398343,1.6608486405564213,3.2084404966934086,0.2185139804037226,0.20989121429991456,0.00862276610380805,0.009315930499572744,-0.0005662450333913382,0.04262847326047506
0.49316967209076956,0.5112534386900001,0.16206134099999997,0.164572504459472,quzfn,0.0018524676552764358,1.3292484774393636,11.61840412625257,0.24321632547011718,0.26138007857234963,-0.01816375310223245,-0.0180837665992305,0.0025111634594720267,0.021522717849813165
0.6681632510941204,0.5914596281299999,0.16236036735999992,0.15022303612961999,r1g8p,0.0017417050567674294,0.40652415346817183,24.766125814742978,0.44644213011266465,0.3498244917076777,0.09661763840498694,0.07670362296412059,-0.012137331230379939,0.04313528656807621
0.5614939195106312,0.3565901947600001,0.11844196505999996,0.10536459988483717,r4ron,0.0031649458285921625,6.578075772237758,0.0016966707040321648,0.3152754216474112,0.1271565669989748,0.1881188546484364,0.20490372475063112,-0.013077365175162795,5.369870867221128e-06
0.6398390796487621,0.64482127191,0.11852852457999992,0.11947285466590309,re1sg,0.005736673546373719,1.5856249769978803,8.963316990043133,0.4093940478457749,0.4157944727076302,-0.006400424861855325,-0.004982192261237972,0.0009443300859031667,0.05141962346454255
0.7327575385182181,0.7396766940099997,0.10720282917999993,0.1085162671752311,rq280,0.0026375891153991317,0.6945574396017454,6.996231949336166,0.5369336102552779,0.5471216116615627,-0.010188001406284841,-0.00691915549178157,0.001313437995231162,0.01845318523837672
0.491679281866379,0.54856875556,0.12740915675999998,0.13334657281565265,rsw55,0.09999999999999999,0.0,1.4216222637459286,0.24174851621663815,0.30092767957664696,-0.05917916336000881,-0.05688947369362096,0.005937416055652678,0.14216222637459286
0.5616290160299244,0.3912509689600001,0.07445384794,0.06749628362545805,s4tsr,0.00012864797500009728,5.132723210447109,2.0586267474168585,0.3154271516467411,0.15307732071213898,0.16234983093460215,0.17037804706992432,-0.0069575643145419475,0.0002648381623362156
0.6932509469939838,0.5949526423800001,0.10159250811,0.0917631469359785,sdx2b,0.0009089985535159967,0.23597851021181998,0.32388812664898964,0.48059687550805535,0.3539686466749443,0.12662822883311103,0.0982983046139837,-0.009829361174021486,0.0002944138386249375
0.6600572791913273,0.6527174391199998,0.20541834344,0.20419137718038508,tg4o2,0.001444888069260824,0.14282877145384854,1.711346691455908,0.43567561181345776,0.4260400553313706,0.009635556482087138,0.007339840071327486,-0.0012269662596149367,0.002472704416853626
0.6578818679161654,0.6705848623100004,0.08879461882000003,0.0902472817740894,u0pc9,0.005129423360790961,0.837085775073498,3.9796902739849656,0.43280855213286296,0.44968405755932217,-0.016875505426459214,-0.012702994393834932,0.0014526629540893704,0.02041351626009106
0.6943514303127006,0.7021390600900002,0.16845972965999995,0.170765495794671,wtr4q,0.0,104.78072785135124,0.05411796270628928,0.48212390877729316,0.4929992597040688,-0.010875350926775662,-0.007787629777299521,0.0023057661346710667,0.0
0.5846208337452646,0.5671137717299999,0.10129741467,0.09994780556141727,xj6bc,0.03058653518514473,1.2185496325169387,1.1670839587283328,0.34178151924900835,0.3216180300858264,0.020163489163181947,0.01750706201526475,-0.0013496091085827278,0.03569705456766215
0.37053150269626606,0.3248856084700001,0.08614151601,0.08503000873353307,z19vf,0.0011265096549708212,0.4679345440702663,0.8053864454492777,0.13729359449035303,0.10555065859092219,0.031742935899430835,0.04564589422626597,-0.0011115072764669304,0.0009072756067812419
0.7670978541979488,0.7204881635,0.15139391942000002,0.14048181634867057,zouzq,0.0006150819561803206,0.5642823384418464,1.0785167686066692,0.5884391179150976,0.5191031937436027,0.06933592417149492,0.04660969069794885,-0.010912103071329449,0.0006633762038078684
0.764156996262202,0.5235915405699998,0.19097250914999997,0.1450305119439187,zv0ou,0.00024580817905287645,0.21617682764178875,0.8804348109228364,0.583935914936471,0.2741481013564657,0.3097878135800053,0.24056545569220222,-0.045941997206081275,0.000216418077647706
